storage_gib,recovery_token_layers,g1,g2,l
204.22863287,2265.76929480,106,120,42
204.24411869,2264.89195143,106,119,42
204.27588479,2263.82088248,106,117,42
204.29217877,2263.07278274,106,116,42
204.30875583,2262.59060068,106,115,42
204.32562411,2261.84629329,106,114,42
204.34279081,2261.33769502,106,113,42
204.36026331,2260.55146754,106,112,42
204.37805116,2259.93360096,106,111,42
204.39616199,2259.16037924,106,110,42
204.41460641,2257.88424322,106,109,42
204.43339098,2257.58155643,106,108,42
204.45252744,2256.92338934,106,107,42
206.12579817,2256.68725009,105,122,42
206.14077876,2256.23257038,105,121,42
206.18724253,2254.50506928,105,118,42
206.20326006,2253.89614075,105,117,42
206.21955403,2253.01445236,105,116,42
206.25299938,2251.82596041,105,114,42
206.27016607,2250.36834477,105,113,42
206.30542643,2249.76066337,105,111,42
206.32353726,2249.42226140,105,110,42
206.34198167,2247.51968119,105,109,42
206.37990270,2246.34251392,105,107,42
206.39940130,2245.90727654,105,106,42
210.00790638,2231.34788117,103,128,42
210.02150912,2230.47029847,103,127,42
210.03532862,2230.00380821,103,126,42
210.04936980,2229.28724538,103,125,42
210.06363519,2228.44477231,103,124,42
210.07813517,2228.17119208,103,123,42
210.09287191,2226.96419207,103,122,42
210.10785250,2226.28332616,103,121,42
210.12308187,2226.15872024,103,120,42
210.13856770,2225.13776788,103,119,42
210.15431627,2224.52954871,103,118,42
210.17033380,2223.88436721,103,117,42
210.18662777,2222.91898953,103,116,42
210.20320484,2222.33821022,103,115,42
210.22007312,2221.68199050,103,114,42
210.23723981,2220.89798959,103,113,42
210.25471232,2220.41691722,103,112,42
210.27250017,2219.81321897,103,111,42
210.29061100,2218.66939899,103,110,42
210.30905541,2218.12202321,103,109,42
210.32783998,2217.32305956,103,108,42
210.34697644,2216.52700974,103,107,42
210.36647504,2216.08976493,103,106,42
210.38634339,2215.14416216,103,105,42
210.40659347,2214.36421360,103,104,42
214.13214524,2191.33800693,101,128,42
214.14574798,2191.12579634,101,127,42
214.15956748,2189.98185382,101,126,42
214.17360866,2189.21483077,101,125,42
214.18787405,2188.61940687,101,124,42
214.20237402,2187.87055693,101,123,42
214.21711076,2187.27864423,101,122,42
214.23209136,2186.62866740,101,121,42
214.24732073,2186.17236040,101,120,42
214.26280655,2184.91655533,101,119,42
214.27855513,2184.26770788,101,118,42
214.29457266,2183.78287873,101,117,42
214.31086663,2183.25534899,101,116,42
214.32744370,2182.25430947,101,115,42
214.34431197,2181.53869052,101,114,42
214.36147867,2181.04391119,101,113,42
214.37895118,2180.45379494,101,112,42
214.39673902,2179.55319430,101,111,42
214.41484985,2178.91512653,101,110,42
214.43329427,2178.35286010,101,109,42
214.45207884,2177.40249081,101,108,42
214.47121530,2176.85745504,101,107,42
214.49071390,2175.71585203,101,106,42
214.51058225,2174.99023918,101,105,42
214.53083233,2174.44818163,101,104,42
214.55147684,2173.97385004,101,103,42
214.57252405,2173.24326306,101,102,42
216.69638530,2172.72830609,100,102,42
216.71785282,2171.85983925,100,101,42
218.42297779,2148.78126250,99,128,42
218.43658053,2148.05182173,99,127,42
218.46444122,2146.33413576,99,125,42
218.47870661,2145.90820409,99,124,42
218.49320658,2145.65658545,99,123,42
218.50794332,2144.43044203,99,122,42
218.53815329,2143.59784560,99,120,42
218.55363911,2142.71592172,99,119,42
218.56938768,2141.80151656,99,118,42
218.60169919,2140.55477305,99,116,42
218.61827625,2139.72552538,99,115,42
218.63514453,2139.57420818,99,114,42
218.65231123,2138.22049166,99,113,42
218.66978373,2137.75814795,99,112,42
218.68757158,2137.11035829,99,111,42
218.72412683,2135.46439824,99,109,42
218.76204786,2134.17251899,99,107,42
218.78154645,2133.46466209,99,106,42
218.80141481,2133.41301481,99,105,42
218.82166489,2131.71913159,99,104,42
218.84230940,2131.26699709,99,103,42
218.86335661,2130.89223498,99,102,42
218.88482412,2129.60246025,99,101,42
218.90671795,2129.08116715,99,100,42
220.63413308,2106.72491695,98,128,42
220.64773582,2106.10747426,98,127,42
220.67559650,2104.65608131,98,125,42
220.68986189,2104.52889702,98,124,42
220.70436186,2103.26182832,98,123,42
220.71909860,2102.81059301,98,122,42
220.73407920,2102.07893864,98,121,42
220.74930857,2101.67507382,98,120,42
220.78054297,2100.11934247,98,118,42
220.79656050,2099.61700295,98,117,42
220.81285447,2099.09877891,98,116,42
220.82943154,2098.01390881,98,115,42
220.84629981,2097.46404597,98,114,42
220.86346651,2096.51226038,98,113,42
220.89872686,2095.32427690,98,111,42
220.91683769,2095.06966658,98,110,42
220.93528211,2093.61216532,98,109,42
220.95406668,2093.35835999,98,108,42
220.97320314,2092.34380431,98,107,42
220.99270174,2091.75018455,98,106,42
221.03282017,2090.22047244,98,104,42
221.05346468,2089.30872447,98,103,42
221.07451189,2088.87169353,98,102,42
221.09597941,2087.83395602,98,101,42
221.11787324,2087.31064684,98,100,42
221.14021147,2086.31435028,98,99,42
225.37318754,2085.97124908,96,116,42
225.38976461,2084.49076639,96,115,42
225.42379958,2083.28396342,96,113,42
225.45905993,2082.02064430,96,111,42
225.47717076,2081.39746863,96,110,42
225.49561518,2080.24148776,96,109,42
225.53353621,2078.79705859,96,107,42
225.55303480,2078.42058894,96,106,42
225.57290316,2077.70153520,96,105,42
225.61379775,2076.27338079,96,103,42
225.63484496,2076.12692044,96,102,42
225.65631247,2074.66791685,96,101,42
225.67820630,2074.27748216,96,100,42
225.70054453,2073.36679005,96,99,42
225.72333823,2072.30180395,96,98,42
225.74660030,2071.75535860,96,97,42
227.54671253,2052.20574903,95,128,42
227.56031526,2051.47848871,95,127,42
227.57413477,2050.85520539,95,126,42
227.60244134,2049.49073227,95,124,42
227.61694131,2048.55957031,95,123,42
227.63167805,2048.37056318,95,122,42
227.64665865,2047.28468479,95,121,42
227.67737384,2046.35971526,95,119,42
227.69312241,2045.33639502,95,118,42
227.70913995,2044.84583529,95,117,42
227.72543392,2044.08247147,95,116,42
227.77604596,2041.81470399,95,113,42
227.79351846,2041.28330501,95,112,42
227.81130631,2040.24959390,95,111,42
227.84786156,2039.16170135,95,109,42
227.86664613,2038.65304541,95,108,42
227.88578259,2037.50754625,95,107,42
227.90528118,2037.33327694,95,106,42
227.92514954,2037.14197835,95,105,42
227.94539962,2035.43174251,95,104,42
227.96604413,2034.74418196,95,103,42
227.98709134,2034.22864635,95,102,42
228.00855885,2033.05282232,95,101,42
228.05279091,2031.63762611,95,99,42
228.07558461,2030.81597756,95,98,42
228.09884668,2030.50066946,95,97,42
228.12259482,2029.46171606,95,96,42
230.14422172,2029.29304516,94,115,42
230.16109000,2028.45144485,94,114,42
230.17825670,2027.82605269,94,113,42
230.19572920,2027.30246524,94,112,42
230.21351705,2026.48513001,94,111,42
230.23162788,2025.85413463,94,110,42
230.25007230,2024.66493862,94,109,42
230.26885687,2024.34980161,94,108,42
230.28799333,2023.54903142,94,107,42
230.30749192,2023.07117372,94,106,42
230.32736028,2021.69763568,94,105,42
230.34761036,2021.50825080,94,104,42
230.36825487,2020.70063457,94,103,42
230.38930208,2019.91399522,94,102,42
230.41076959,2019.10050183,94,101,42
230.43266342,2018.55288816,94,100,42
230.45500165,2017.61298953,94,99,42
230.47779535,2017.05754798,94,98,42
230.50105742,2016.05916229,94,97,42
230.52480556,2015.64636903,94,96,42
230.54905369,2014.86241907,94,95,42
232.64965356,2014.63603535,93,112,42
232.66744141,2014.14827122,93,111,42
232.68555224,2013.29790251,93,110,42
232.70399665,2012.33114936,93,109,42
232.72278122,2011.94650148,93,108,42
232.74191768,2011.12437187,93,107,42
232.76141628,2010.37154070,93,106,42
232.78128463,2010.05378062,93,105,42
232.80153471,2008.90935751,93,104,42
232.82217922,2008.15843669,93,103,42
232.84322643,2007.70895073,93,102,42
232.86469395,2006.82931879,93,101,42
232.88658778,2006.19033453,93,100,42
232.90892601,2005.43822665,93,99,42
232.93171971,2004.76179276,93,98,42
232.95498178,2003.56959594,93,97,42
232.97872991,2003.23060043,93,96,42
233.00297805,2002.27706549,93,95,42
233.02774125,2001.24518735,93,94,42
234.91013912,1994.66724594,92,128,42
234.92374186,1993.30250898,92,127,42
234.93756136,1992.88118426,92,126,42
234.95160254,1991.44782407,92,125,42
234.98036791,1990.49996251,92,123,42
234.99510465,1989.80565830,92,122,42
235.01008524,1989.02575587,92,121,42
235.02531461,1988.94458969,92,120,42
235.04080044,1987.85824369,92,119,42
235.05654901,1987.44161387,92,118,42
235.07256654,1986.67193219,92,117,42
235.08886051,1986.55348025,92,116,42
235.12230586,1984.51304518,92,114,42
235.13947255,1983.34173728,92,113,42
235.17473291,1981.98834084,92,111,42
235.19284374,1981.37719150,92,110,42
235.21128815,1980.73552938,92,109,42
235.23007273,1980.34270423,92,108,42
235.24920919,1979.11968129,92,107,42
235.26870778,1978.77041554,92,106,42
235.28857613,1977.64404105,92,105,42
235.30882621,1977.36704909,92,104,42
235.32947072,1976.26123864,92,103,42
235.35051793,1975.83702940,92,102,42
235.37198545,1974.94522023,92,101,42
235.39387928,1974.58988989,92,100,42
235.41621751,1973.53681669,92,99,42
235.43901121,1972.78414701,92,98,42
235.46227328,1971.97484823,92,97,42
235.48602141,1971.87221641,92,96,42
235.51026955,1970.15292238,92,95,42
235.53503275,1969.79071958,92,94,42
235.56032903,1968.60209692,92,93,42
240.14747281,1967.83509935,90,124,42
240.16197278,1967.31645527,90,123,42
240.17670952,1965.84181610,90,122,42
240.19169012,1965.39429095,90,121,42
240.22240531,1963.75652740,90,119,42
240.23815389,1963.45057594,90,118,42
240.27046539,1962.06120817,90,116,42
240.28704246,1962.03166091,90,115,42
240.30391073,1961.87288540,90,114,42
240.32107743,1959.83152519,90,113,42
240.33854994,1959.26369494,90,112,42
240.35633778,1958.53428157,90,111,42
240.39289303,1957.08954434,90,109,42
240.43081406,1955.46477695,90,107,42
240.45031266,1955.24281996,90,106,42
240.49043109,1953.49979238,90,104,42
240.51107560,1952.74481105,90,103,42
240.53212281,1952.74464236,90,102,42
240.55359033,1951.14159916,90,101,42
240.62061609,1949.34613566,90,98,42
240.64387816,1948.09494956,90,97,42
240.69187443,1947.12350680,90,95,42
240.71663762,1946.14394493,90,94,42
240.74193391,1945.62537630,90,93,42
240.76778033,1944.71019931,90,92,42
240.79419334,1943.74531279,90,91,42
242.81140920,1943.17799582,89,125,42
242.82567459,1942.73232095,89,124,42
242.84017456,1941.91930672,89,123,42
242.85491130,1941.37876303,89,122,42
242.86989190,1940.87247161,89,121,42
242.88512127,1939.92177023,89,120,42
242.90060709,1939.68222214,89,119,42
242.91635566,1938.83335480,89,118,42
242.93237320,1937.98573988,89,117,42
242.94866717,1937.07148418,89,116,42
242.96524424,1936.54324845,89,115,42
242.98211251,1935.86583704,89,114,42
242.99927921,1935.23857393,89,113,42
243.01675171,1934.57756655,89,112,42
243.03453956,1933.90586601,89,111,42
243.05265039,1933.01249443,89,110,42
243.07109481,1932.19416292,89,109,42
243.08987938,1931.66369629,89,108,42
243.10901584,1930.90106538,89,107,42
243.12851443,1930.28064734,89,106,42
243.14838279,1929.67461149,89,105,42
243.16863287,1928.50287874,89,104,42
243.18927738,1928.03194782,89,103,42
243.21032459,1927.11085234,89,102,42
243.23179210,1926.33040012,89,101,42
243.25368593,1925.89502626,89,100,42
243.27602416,1924.99680310,89,99,42
243.29881786,1924.34451799,89,98,42
243.32207993,1923.55374121,89,97,42
243.34582807,1922.76346714,89,96,42
243.37007621,1922.14768634,89,95,42
243.39483940,1921.25453775,89,94,42
243.42013569,1920.44978969,89,93,42
243.44598211,1919.69038259,89,92,42
243.47239512,1918.88429272,89,91,42
243.49939670,1918.18167234,89,90,42
245.82889613,1917.76744740,88,108,42
245.84803259,1916.41682494,88,107,42
245.86753119,1916.26013664,88,106,42
245.88739954,1915.22364387,88,105,42
245.92829413,1913.67345567,88,103,42
245.94934134,1912.92116180,88,102,42
245.97080886,1912.06456751,88,101,42
246.03783462,1910.01635165,88,98,42
246.06109669,1909.13215073,88,97,42
246.10909296,1907.77801802,88,95,42
246.13385615,1907.09143931,88,94,42
246.15915244,1906.27305351,88,93,42
246.18499886,1906.01537894,88,92,42
246.21141187,1904.51869021,88,91,42
246.23841345,1904.12978093,88,90,42
246.26602170,1903.31260669,88,89,42
248.50622838,1901.60542405,87,115,42
248.52309665,1901.42361378,87,114,42
248.54026335,1900.43235623,87,113,42
248.55773586,1899.48043319,87,112,42
248.57552370,1899.21973762,87,111,42
248.59363453,1898.01875557,87,110,42
248.61207895,1897.36626572,87,109,42
248.63086352,1897.16092424,87,108,42
248.64999998,1895.84388409,87,107,42
248.66949858,1895.37750773,87,106,42
248.68936693,1894.80936846,87,105,42
248.70961701,1893.70570386,87,104,42
248.73026152,1893.19362274,87,103,42
248.75130873,1892.75408022,87,102,42
248.77277625,1891.66486797,87,101,42
248.79467008,1891.01479358,87,100,42
248.81700831,1890.45053557,87,99,42
248.83980201,1889.36586972,87,98,42
248.86306408,1888.83275358,87,97,42
248.88681221,1888.35664812,87,96,42
248.91106035,1886.99150025,87,95,42
248.93582355,1886.45570770,87,94,42
248.96111983,1886.06279220,87,93,42
248.98696625,1884.67196631,87,92,42
249.01337926,1883.93157526,87,91,42
249.04038084,1883.64199661,87,90,42
249.06798909,1882.54554136,87,89,42
249.09622425,1881.62632547,87,88,42
251.19175170,1880.85679182,86,127,42
251.20557120,1880.10268132,86,126,42
251.21961238,1879.50946045,86,125,42
251.23387777,1879.32345173,86,124,42
251.24837775,1878.17953900,86,123,42
251.26311449,1877.98105699,86,122,42
251.27809508,1876.76354308,86,121,42
251.29332445,1876.46712944,86,120,42
251.30881028,1875.66188878,86,119,42
251.32455885,1874.87234713,86,118,42
251.34057638,1873.94924759,86,117,42
251.35687035,1873.72253514,86,116,42
251.37344742,1872.67030058,86,115,42
251.39031570,1872.44466274,86,114,42
251.40748239,1871.27731588,86,113,42
251.42495490,1870.73423082,86,112,42
251.44274275,1870.13015339,86,111,42
251.46085358,1869.51759927,86,110,42
251.47929799,1868.33503783,86,109,42
251.49808256,1867.86870425,86,108,42
251.51721902,1867.17162557,86,107,42
251.53671762,1866.44661586,86,106,42
251.55658597,1865.67424432,86,105,42
251.57683605,1865.03648845,86,104,42
251.59748056,1864.31620777,86,103,42
251.61852777,1863.70169668,86,102,42
251.63999529,1862.76179228,86,101,42
251.66188912,1862.18209623,86,100,42
251.68422735,1861.21602408,86,99,42
251.70702105,1860.65628268,86,98,42
251.73028312,1859.52895662,86,97,42
251.75403125,1859.10584746,86,96,42
251.77827939,1858.16079496,86,95,42
251.80304259,1857.76250308,86,94,42
251.82833887,1856.62102551,86,93,42
251.85418529,1855.94238473,86,92,42
251.88059830,1855.16009137,86,91,42
251.90759988,1854.68550843,86,90,42
251.93520813,1853.51683946,86,89,42
251.96344329,1852.96731399,86,88,42
251.99232738,1852.08520316,86,87,42
254.16852938,1851.13257413,85,124,42
254.18302935,1850.43499035,85,123,42
254.19776609,1849.66712675,85,122,42
254.21274669,1849.23462923,85,121,42
254.25921046,1847.01298751,85,118,42
254.27522799,1846.38369967,85,117,42
254.29152196,1846.04806302,85,116,42
254.30809903,1845.84682194,85,115,42
254.32496730,1844.35658372,85,114,42
254.34213400,1843.55038284,85,113,42
254.35960651,1842.86091289,85,112,42
254.37739435,1842.21467650,85,111,42
254.41394960,1840.64782955,85,109,42
254.43273417,1840.08956308,85,108,42
254.45187063,1839.45872678,85,107,42
254.47136923,1838.47921152,85,106,42
254.51148766,1836.98828125,85,104,42
254.53213217,1836.46598467,85,103,42
254.57464690,1834.90828098,85,101,42
254.61887895,1833.16087522,85,99,42
254.64167265,1832.63113427,85,98,42
254.66493473,1831.91707581,85,97,42
254.68868286,1831.41855315,85,96,42
254.71293100,1831.26712829,85,95,42
254.73769419,1829.68608898,85,94,42
254.76299048,1828.94659904,85,93,42
254.78883690,1828.26857391,85,92,42
254.81524991,1827.23082775,85,91,42
254.84225149,1827.12733952,85,90,42
254.86985974,1825.75474729,85,89,42
254.89809490,1824.96014548,85,88,42
254.92697899,1824.29149862,85,87,42
254.95653572,1823.62580932,85,86,42
257.11732674,1822.79854361,84,128,42
257.13092948,1821.60838594,84,127,42
257.15879016,1820.08923244,84,125,42
257.18755552,1819.39737683,84,123,42
257.20229226,1818.22062239,84,122,42
257.21727286,1817.52617735,84,121,42
257.26373663,1815.67862443,84,118,42
257.27975416,1814.87954928,84,117,42
257.29604813,1814.56562192,84,116,42
257.31262520,1813.13211612,84,115,42
257.34666017,1811.79695382,84,113,42
257.38192052,1811.27306792,84,111,42
257.40003135,1810.16689607,84,110,42
257.41847577,1808.97526971,84,109,42
257.45639680,1807.91208390,84,107,42
257.47589540,1807.02616534,84,106,42
257.51601383,1805.94593535,84,104,42
257.53665834,1804.85866469,84,103,42
257.57917307,1803.27436360,84,101,42
257.60106690,1803.02524453,84,100,42
257.62340513,1802.17014102,84,99,42
257.66946090,1800.17722447,84,97,42
257.71745717,1798.69732089,84,95,42
257.74222036,1798.36557463,84,94,42
257.76751665,1797.62011575,84,93,42
257.79336307,1797.06457616,84,92,42
257.81977608,1796.84275277,84,91,42
257.84677766,1795.79741326,84,90,42
257.87438591,1794.11695057,84,89,42
257.90262107,1794.02092304,84,88,42
257.93150516,1793.02310445,84,87,42
257.96106189,1792.25402928,84,86,42
257.99131376,1791.27870671,84,85,42
263.34613802,1788.69978393,82,128,42
263.35974076,1787.72164653,82,127,42
263.37356026,1787.59217174,82,126,42
263.38760144,1786.68687523,82,125,42
263.40186683,1786.46923059,82,124,42
263.43110355,1785.03944313,82,122,42
263.44608414,1784.16978443,82,121,42
263.46131351,1783.22237558,82,120,42
263.47679934,1782.76583165,82,119,42
263.49254791,1782.34321750,82,118,42
263.50856544,1781.50552969,82,117,42
263.52485941,1781.03149991,82,116,42
263.54143648,1780.02190826,82,115,42
263.55830476,1779.32989934,82,114,42
263.57547145,1778.35788324,82,113,42
263.59294396,1777.99727408,82,112,42
263.61073181,1777.08290977,82,111,42
263.62884264,1776.48680487,82,110,42
263.64728705,1775.69462429,82,109,42
263.66607162,1775.39584230,82,108,42
263.68520808,1774.09450645,82,107,42
263.70470668,1773.66706908,82,106,42
263.72457503,1772.61433327,82,105,42
263.74482511,1772.41047536,82,104,42
263.76546962,1771.47565514,82,103,42
263.78651683,1771.11599563,82,102,42
263.80798435,1769.60636169,82,101,42
263.82987818,1769.02065776,82,100,42
263.85221641,1768.50457716,82,99,42
263.87501011,1767.79162309,82,98,42
263.89827218,1766.78892601,82,97,42
263.92202031,1766.34631444,82,96,42
263.94626845,1765.36352491,82,95,42
263.97103165,1764.93101201,82,94,42
263.99632793,1763.96250904,82,93,42
264.02217435,1763.23556302,82,92,42
264.04858736,1762.40271429,82,91,42
264.07558894,1761.74528636,82,90,42
264.10319719,1760.75875975,82,89,42
264.13143235,1760.13977531,82,88,42
264.16031644,1759.34760387,82,87,42
264.18987318,1758.69295376,82,86,42
264.22012504,1757.76855997,82,85,42
264.25109720,1757.22538986,82,84,42
264.28281418,1756.25781106,82,83,42
266.70659156,1755.40088804,81,119,42
266.72234013,1754.30937711,81,118,42
266.75465164,1753.20393912,81,116,42
266.77122871,1752.51110840,81,115,42
266.78809698,1752.33930837,81,114,42
266.80526368,1750.85958406,81,113,42
266.82273618,1750.32826245,81,112,42
266.84052403,1750.07693217,81,111,42
266.85863486,1749.08242245,81,110,42
266.87707928,1748.19466418,81,109,42
266.91500031,1746.77523539,81,107,42
266.93449890,1746.25375919,81,106,42
266.95436726,1745.90244035,81,105,42
266.97461734,1744.61972406,81,104,42
266.99526185,1744.22776686,81,103,42
267.01630906,1743.61788820,81,102,42
267.03777657,1742.39565872,81,101,42
267.05967040,1741.76099113,81,100,42
267.10480233,1740.19290858,81,98,42
267.12806440,1739.55846591,81,97,42
267.15181254,1739.06972714,81,96,42
267.17606068,1738.01621276,81,95,42
267.20082387,1737.16766405,81,94,42
267.22612016,1736.68285076,81,93,42
267.25196658,1735.66217762,81,92,42
267.27837959,1735.09218567,81,91,42
267.33298942,1733.44192481,81,89,42
267.36122458,1732.62302285,81,88,42
267.39010867,1732.16208631,81,87,42
267.41966540,1731.07613631,81,86,42
267.44991726,1730.34475924,81,85,42
267.48088943,1729.80212210,81,84,42
267.51260641,1728.70355225,81,83,42
267.54509915,1727.91459211,81,82,42
270.58886741,1727.62740392,80,91,42
270.64347723,1726.05923198,80,89,42
270.70059648,1724.56393697,80,87,42
270.73015322,1723.93370717,80,86,42
270.76040508,1723.48496324,80,85,42
270.79137725,1722.73925781,80,84,42
270.82309423,1721.47221939,80,83,42
270.85558697,1720.65070782,80,82,42
270.88888129,1719.85841910,80,81,42
273.78675716,1718.76756371,79,99,42
273.80955086,1718.02267528,79,98,42
273.83281293,1717.36498975,79,97,42
273.85656106,1716.53860209,79,96,42
273.88080920,1716.09400856,79,95,42
273.90557240,1715.14102005,79,94,42
273.93086868,1714.38678988,79,93,42
273.95671510,1713.82813750,79,92,42
273.98312811,1712.98669530,79,91,42
274.01012969,1712.15486686,79,90,42
274.03773794,1711.48401600,79,89,42
274.06597310,1710.60367038,79,88,42
274.09485719,1709.65114035,79,87,42
274.12441393,1708.97061181,79,86,42
274.15466579,1708.13961624,79,85,42
274.18563796,1707.48495652,79,84,42
274.21735493,1706.75335453,79,83,42
274.24984767,1705.83245898,79,82,42
274.28314200,1705.16166675,79,81,42
274.31726817,1704.33944486,79,80,42
276.94082436,1703.03487751,78,116,42
276.95740143,1702.59601647,78,115,42
276.99143640,1700.91440949,78,113,42
277.00890891,1700.50156673,78,112,42
277.02669676,1699.99336639,78,111,42
277.04480759,1699.21755237,78,110,42
277.06325201,1698.19188684,78,109,42
277.10117304,1696.97919182,78,107,42
277.12067163,1696.32536833,78,106,42
277.14053998,1695.83044482,78,105,42
277.18143457,1693.93052806,78,103,42
277.22394930,1692.19071420,78,101,42
277.24584313,1691.75290470,78,100,42
277.26818136,1691.25130577,78,99,42
277.29097506,1690.18920514,78,98,42
277.31423713,1689.14862253,78,97,42
277.36223340,1687.77154541,78,95,42
277.38699660,1687.35724117,78,94,42
277.41229288,1686.69974067,78,93,42
277.43813931,1685.75862566,78,92,42
277.49155389,1684.90241488,78,90,42
277.51916214,1683.32677742,78,89,42
277.54739730,1682.70135450,78,88,42
277.57628139,1682.23682746,78,87,42
277.60583813,1681.38754921,78,86,42
277.63608999,1680.23541933,78,85,42
277.69877914,1678.65033872,78,83,42
277.73127188,1677.90856645,78,82,42
277.76456620,1677.29925297,78,81,42
277.79869237,1676.42617918,78,80,42
277.83368212,1675.44303930,78,79,42
281.09086543,1674.85313500,77,89,42
281.14798468,1673.38891073,77,87,42
281.17754141,1672.45488685,77,86,42
281.20779328,1671.85411877,77,85,42
281.27048242,1670.22578923,77,83,42
281.30297516,1669.32541542,77,82,42
281.33626948,1668.71575639,77,81,42
281.37039566,1667.82182636,77,80,42
281.40538540,1667.15550316,77,79,42
281.44127367,1666.28730065,77,78,42
284.33867921,1665.66242080,76,107,42
284.35817781,1665.06881498,76,106,42
284.37804616,1664.22695995,76,105,42
284.39829624,1664.02827418,76,104,42
284.41894075,1662.65690697,76,103,42
284.43998796,1661.91471418,76,102,42
284.46145548,1661.09514852,76,101,42
284.50568753,1659.52161654,76,99,42
284.52848123,1659.10281588,76,98,42
284.55174331,1658.05912480,76,97,42
284.57549144,1658.00062285,76,96,42
284.62450277,1655.99615719,76,94,42
284.64979906,1655.06980932,76,93,42
284.67564548,1654.68625431,76,92,42
284.70205849,1653.52139739,76,91,42
284.72906007,1653.03932394,76,90,42
284.75666832,1652.14070478,76,89,42
284.78490348,1651.82373431,76,88,42
284.81378757,1650.44935476,76,87,42
284.84334430,1649.97201610,76,86,42
284.87359617,1649.00623135,76,85,42
284.90456833,1648.59840213,76,84,42
284.93628531,1647.51797798,76,83,42
284.96877805,1646.77461976,76,82,42
285.00207237,1645.75942825,76,81,42
285.03619854,1645.59449588,76,80,42
285.07118829,1644.27614708,76,79,42
285.10707656,1643.65622116,76,78,42
285.14389547,1642.61102920,76,77,42
288.26916687,1642.27034345,75,99,42
288.29196057,1640.71949396,75,98,42
288.31522264,1640.08733362,75,97,42
288.33897077,1639.84895961,75,96,42
288.36321891,1639.51803373,75,95,42
288.38798210,1637.83417853,75,94,42
288.41327839,1637.54573504,75,93,42
288.43912481,1636.33718319,75,92,42
288.46553782,1635.73514010,75,91,42
288.52014765,1634.19593583,75,89,42
288.54838281,1633.39921029,75,88,42
288.57726690,1632.97613766,75,87,42
288.60682363,1631.64958900,75,86,42
288.66804766,1630.40792630,75,84,42
288.69976464,1629.51608541,75,83,42
288.73225738,1628.66340313,75,82,42
288.76555170,1628.22145093,75,81,42
288.79967787,1627.66384335,75,80,42
288.83466762,1626.26080755,75,79,42
288.87055589,1625.78386442,75,78,42
288.90737480,1624.74746728,75,77,42
288.94516374,1623.95090659,75,76,42
292.04770619,1623.85446047,74,103,42
292.06875340,1623.46405366,74,102,42
292.09022092,1622.26870127,74,101,42
292.11211474,1621.91907219,74,100,42
292.13445297,1620.96401521,74,99,42
292.15724667,1620.42550058,74,98,42
292.18050875,1619.23801837,74,97,42
292.20425688,1618.77267240,74,96,42
292.22850502,1617.83166792,74,95,42
292.25326821,1617.21124892,74,94,42
292.27856450,1616.28482560,74,93,42
292.30441092,1615.63955232,74,92,42
292.33082393,1614.94678599,74,91,42
292.35782551,1614.04638287,74,90,42
292.38543376,1613.15951947,74,89,42
292.41366892,1612.72270623,74,88,42
292.44255301,1611.75812681,74,87,42
292.47210974,1611.10805049,74,86,42
292.50236161,1610.08946889,74,85,42
292.53333377,1609.61998262,74,84,42
292.56505075,1608.69220499,74,83,42
292.59754349,1607.92420491,74,82,42
292.63083781,1606.91585799,74,81,42
292.66496398,1606.53017732,74,80,42
292.69995373,1605.54507855,74,79,42
292.73584200,1604.78522546,74,78,42
292.77266091,1603.84628656,74,77,42
292.81044985,1603.16035233,74,76,42
292.84924569,1602.30554488,74,75,42
295.79483883,1601.97174649,73,115,42
295.81170711,1601.32925920,73,114,42
295.82887380,1600.50859779,73,113,42
295.84634631,1599.86612828,73,112,42
295.86413416,1599.24733992,73,111,42
295.88224499,1598.37988281,73,110,42
295.90068940,1597.59937629,73,109,42
295.91947398,1597.02438907,73,108,42
295.93861044,1596.09588431,73,107,42
295.95810903,1595.73607053,73,106,42
295.97797738,1594.80672377,73,105,42
295.99822746,1593.84502837,73,104,42
296.01887197,1593.62515043,73,103,42
296.03991918,1592.66843396,73,102,42
296.06138670,1591.76893436,73,101,42
296.08328053,1591.27678434,73,100,42
296.10561876,1590.28254664,73,99,42
296.12841246,1589.39577310,73,98,42
296.15167453,1588.99673150,73,97,42
296.17542266,1588.22405766,73,96,42
296.19967080,1587.32711768,73,95,42
296.22443400,1586.42457016,73,94,42
296.24973028,1585.80649020,73,93,42
296.27557670,1585.12647446,73,92,42
296.30198971,1584.39215617,73,91,42
296.32899129,1583.63184747,73,90,42
296.35659954,1582.62061220,73,89,42
296.38483470,1581.85499393,73,88,42
296.41371879,1581.30226291,73,87,42
296.44327553,1580.44396108,73,86,42
296.47352739,1579.64253920,73,85,42
296.50449956,1578.96963621,73,84,42
296.53621653,1578.18974965,73,83,42
296.56870927,1577.45119879,73,82,42
296.60200360,1576.53332135,73,81,42
296.63612977,1575.73356184,73,80,42
296.67111951,1574.93466499,73,79,42
296.70700778,1574.20675443,73,78,42
296.74382670,1573.48711005,73,77,42
296.78161564,1572.57720034,73,76,42
296.82041147,1571.70148810,73,75,42
296.86025678,1570.88356222,73,74,42
300.52472459,1570.69381882,72,86,42
300.55497645,1569.63387797,72,85,42
300.61766560,1568.04717153,72,83,42
300.65015834,1567.39315099,72,82,42
300.71757883,1566.82909387,72,80,42
300.75256858,1564.96184918,72,79,42
